lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
sponsoring,assume sponsorship of,2,-5.316437161568177,-5.316437161568177,0.0
ladybug,small round bright-colored and spotted beetle that usually feeds on aphids and other insect pests,10,-4.660105987893537,-4.583170581832,0.19999999999999996
unnamed,being or having an unknown or unnamed source,3,-5.100957042709804,-4.718044162713252,0.0
daunting,cause to lose courage,3,-4.119246152220863,-4.019191457228289,0.0
sidetracked,wander from a direct or straight course,4,-4.238144386719309,-4.244551356625109,0.0
avoids,stay clear from; keep away from; keep out of the way of someone or something,8,-3.1456017348251097,-3.1142784633386236,0.0
emcee,a person who acts as host at formal occasions (makes an introductory speech and introduces other speakers),10,-4.4704726673872655,-4.711303354506956,0.09999999999999998
ganymede,(Greek mythology) a Trojan boy who was so beautiful that Zeus carried him away to serve as cupbearer to the gods,11,-4.259529812025182,-4.225354473577542,0.09090909090909094
sheath,a protective covering (as for a knife or sword),4,-4.406949694194851,-4.244251418179164,0.0
horned,stab or pierce with a horn or tusk,4,-4.999140809475392,-4.9299228600752905,0.0
comte,French philosopher remembered as the founder of positivism; he also established sociology as a systematic field of study,11,-4.719179368732954,-4.6498793088922294,0.09090909090909094
tt,(astronomy) a measure of time defined by Earth's orbital motion; terrestrial time is mean solar time corrected for the irregularities of the Earth's motions,16,-4.437386444713324,-4.697206640305071,0.0
referral,a person whose case has been referred to a specialist or professional group,6,-4.303137299671456,-4.232218557027938,0.0
tweeted,"make a weak, chirping sound",4,-3.8944502585840146,-3.9581753504216373,0.0
esophagus,the passage between the pharynx and the stomach,3,-4.706336589450112,-4.706336589450112,0.33333333333333337
preceded,be earlier in time; go back further,4,-2.926216781129064,-2.6693679561081685,0.0
subconsciously,from the subconscious mind,2,-4.396288604559459,-4.396288604559459,0.0
nutcracker,a compound lever used to crack nuts open,6,-4.347678794272112,-4.3396873847003565,0.0
alphabetical,relating to or expressed by a writing system that uses an alphabet,6,-4.549433526929328,-4.490315327036058,0.0
symposium,a meeting or conference for the public discussion of some topic especially one in which the participants form an audience and make presentations,11,-4.417602257182311,-4.428553858776359,0.0
ea,the Babylonian god of wisdom; son of Apsu and father of Marduk; counterpart of the Sumerian Enki; as one of the supreme triad including Anu and Bel he was assigned control of the watery element,18,-4.949766806502702,-4.973545881255013,0.16666666666666663
consenting,give an affirmative reply to; respond favorably to,5,-4.532440470787419,-4.951480232643615,0.19999999999999996
awry,turned or twisted toward one side; - G.K.Chesterton,3,-4.0155926115779605,-3.6190287086001027,0.0
paused,interrupt temporarily an activity before continuing,4,-4.710206708143536,-4.675256665330459,0.0
classification,the act of distributing things into classes or categories of the same type,6,-4.270804582863589,-4.037486888622705,0.0
sluggish,moving slowly,2,-3.894599125583647,-3.894599125583647,0.0
dissuade,turn away from by persuasion,3,-4.105915284588253,-3.4260634807291517,0.0
dazzled,"to cause someone to lose clear vision, especially from intense light",8,-3.98581174628835,-3.898806055494306,0.0
quorum,a gathering of the minimal number of members of an organization to conduct business,7,-4.451703690088433,-4.654599659951523,0.0
soulful,full of or expressing deep emotion,4,-4.281917913913532,-4.339808037852923,0.0
esp,apparent power to perceive things that are not present to the senses,6,-4.407198249915619,-4.490795072822234,0.0
nightshade,any of numerous shrubs or herbs or vines of the genus Solanum; most are poisonous though many bear edible fruit,11,-4.84903921384104,-5.344718960512629,0.36363636363636365
hobart,a port and state capital of Tasmania,4,-4.389679675857313,-4.671294959500274,0.25
cranium,the part of the skull that encloses the brain,4,-4.048892710999006,-3.9429537835375337,0.25
embodiment,a new personification of a familiar idea,4,-3.675081741025091,-3.400801933955046,0.25
zooming,move along very quickly,2,-3.710331406233834,-3.710331406233834,0.0
flourished,grow vigorously,2,-5.2148311414367345,-5.2148311414367345,0.0
warpath,hostile or belligerent mood,3,-5.231253541114778,-4.990307967701243,0.0
angst,an acute but unspecific feeling of anxiety; usually reserved for philosophical anxiety about the world or about personal freedom,11,-4.566682547464101,-4.654789383573674,0.09090909090909094
protagonist,a person who backs a politician or a team etc.,5,-4.063203323686158,-3.7025837165161772,0.0
distinguishing,mark as different,2,-3.8073733934695944,-3.8073733934695944,0.0
clapped,put quickly or forcibly,3,-4.392335054062282,-4.100810473230401,0.0
skulking,evading duty or work by pretending to be incapacitated,5,-4.4554210999911135,-4.455316434178821,0.19999999999999996
consecrated,appoint to a clerical posts,3,-5.322345015843788,-5.608110004373264,0.0
twentieth,coming next after the nineteenth in position,4,-3.287087302343457,-3.3469034605551413,0.25
aditi,a Hindu goddess who releases from sin or disease; mother of the Adityas,7,-4.7032414896838075,-4.482892065660773,0.0
biter,someone who bites,2,-3.8024290429537357,-3.8024290429537357,0.0
flowery,of or relating to or suggestive of flowers,3,-4.759926951935938,-4.759926951935938,0.33333333333333337
appraisal,the classification of someone or something with respect to its worth,5,-4.057351377267555,-3.934270557925431,0.0
wallowing,"devote oneself entirely to something; indulge in to an immoderate degree, usually with pleasure",8,-4.480816329578526,-4.3992682590638434,0.125
decoded,convert code into ordinary language,4,-4.606176388344862,-4.447884907836221,0.0
legitimacy,lawfulness by virtue of being authorized or in accordance with law,5,-5.086776999123097,-5.402159034413552,0.19999999999999996
dryden,the outstanding poet and dramatist of the Restoration (1631-1700),4,-5.275764796306657,-5.160349530874064,0.25
depress,lower someone's spirits; make downhearted,5,-3.5881464836956605,-3.7027695881988176,0.19999999999999996
progeny,the immediate descendants of a person,3,-4.652114816749617,-4.910866456571357,0.0
coffer,an ornamental sunken panel in a ceiling or dome,5,-5.307395721274302,-5.100391850851429,0.19999999999999996
kickoff,(football) a kick from the center of the field to start a football game or to resume it after a score,9,-4.21547232407523,-4.324123854412429,0.0
thoracic,of or relating to the chest or thorax,3,-4.896808174915194,-4.896808174915194,0.33333333333333337
paralyze,make powerless and unable to function,4,-4.474519655475585,-4.822895372197609,0.0
eradicated,kill in large numbers,3,-3.708997759093492,-3.5540675417206113,0.0
trashing,dispose of (something useless or old),4,-4.018915494180592,-3.8787228284620365,0.0
belvedere,densely branched Eurasian plant; foliage turns purple-red in autumn,8,-4.79267303694283,-4.760229230624412,0.375
oahu,an island of central Hawaii (between Molokai and Kauai); the chief island of the state,8,-4.259884944412286,-4.111723185133639,0.25
digitally,by means of the fingers,2,-3.4900552893282564,-3.4900552893282564,0.0
musa,type genus of the Musaceae: bananas,4,-4.490388521861647,-4.490388521861647,0.5
tunisia,a republic in northwestern Africa on the Mediterranean coast; achieved independence from France in 1956,8,-5.031312511718008,-4.95533534849347,0.0
vividly,in a vivid manner,2,-5.109827784895817,-5.109827784895817,0.0
goya,Spanish painter well known for his portraits and for his satires (1746-1828),6,-3.8626862167766434,-4.366640721252577,0.16666666666666663
barracuda,any voracious marine fish of the genus Sphyraena having an elongated cylindrical body and large mouth with projecting lower jaw and long strong teeth,16,-4.135156671942753,-4.140604945317373,0.3125
renegotiate,negociate anew,2,-5.803994598046137,-5.803994598046137,0.5
kinetic,relating to the motion of material bodies and the forces associated therewith,7,-4.474482039361471,-4.6141458054319795,0.1428571428571429
impart,transmit (knowledge or skills),3,-4.831403745955751,-4.509867041391834,0.0
padlock,a detachable lock; has a hinged shackle that can be passed through the staple of a hasp or the links in a chain and then snapped shut,11,-4.717588193348786,-4.64951564746678,0.18181818181818177
pleasantly,in a cheerful manner,2,-4.9771635364605,-4.9771635364605,0.0
plaything,an artifact designed to be played with,3,-4.422899287249135,-4.61299477483593,0.0
farmland,a rural area where farming is practiced,4,-4.895734202026049,-4.921455785598118,0.0
stalemate,a situation in which no progress can be made or no advancement is possible,5,-4.226829053023719,-4.005475174963781,0.0
patting,"pat or squeeze fondly or playfully, especially under the chin",6,-5.169509506399276,-4.861503787465338,0.0
schoolhouse,a building where young people receive education,5,-3.9551000236426477,-3.9218526451678914,0.0
trolling,angling by drawing a baited line through the water,5,-4.238716942764259,-4.351751264560653,0.0
castrate,a man who has been castrated and is incapable of reproduction,4,-5.064528544955472,-5.6574222185622265,0.0
breech,opening in the rear of the barrel of a gun where bullets can be loaded,6,-4.228791247903538,-4.314497942662497,0.0
trending,turn sharply; change direction abruptly,5,-4.484835856678228,-4.426174726582724,0.0
gruel,a thin porridge (usually oatmeal or cornmeal),5,-5.053461762965313,-5.167989250481905,0.19999999999999996
jeopardizing,pose a threat to; present a danger to,4,-4.4204783393526945,-4.301379229916928,0.0
celebratory,used for celebrating,2,-4.210138484575745,-4.210138484575745,0.0
transgression,the act of transgressing; the violation of a law or a duty or moral principle,7,-4.41909991482988,-4.475452739339646,0.1428571428571429
respite,a (temporary) relief from harm or discomfort,4,-4.982528642178268,-4.869384343661357,0.0
finalized,make final; put the last touches on; put into final form,8,-3.5596375999711216,-3.4669531899462767,0.0
kayo,a blow that renders the opponent unconscious,4,-4.877965790980014,-4.9824725844783675,0.0
soiree,a party of people assembled in the evening (usually at a private house),7,-3.7900876144942153,-3.6239259591296227,0.0
improvisation,a creation spoken or written or composed extemporaneously (without prior preparation),7,-4.750821779678307,-4.967710711170696,0.1428571428571429
tangier,a city of northern Morocco at the west end of the Strait of Gibraltar,7,-4.810708211741663,-4.95250322362436,0.0
paisley,a soft wool fabric with a colorful swirled pattern of curved shapes,8,-5.115162274425199,-5.206115684410738,0.0
varnish,"a coating that provides a hard, lustrous, transparent finish to a surface",7,-4.457480625772251,-4.493067534130567,0.1428571428571429
blacklisted,put on a blacklist so as to banish or cause to be boycotted,5,-4.712801655251955,-4.898575763041349,0.19999999999999996
bavarian,a native or an inhabitant of Bavaria,3,-5.511983411138388,-5.610709315890334,0.0
doi,the United States federal department charged with conservation and the development of natural resources; created in 1849,10,-4.51950694992872,-4.396096297798454,0.0
propelled,cause to move forward with force,4,-3.833793727667714,-3.964807207909164,0.0
protested,utter words of protest,3,-4.572478336476965,-4.965098497161463,0.0
unjustly,in an unjust manner,2,-5.198392264005981,-5.198392264005981,0.0
pane,sheet glass cut in shapes for windows or doors,6,-4.01831389112445,-4.000178249382407,0.0
tackling,accept as a challenge,2,-4.295896625799707,-4.295896625799707,0.0
dispenser,a container so designed that the contents can be used in prescribed amounts,6,-4.68258710358083,-4.732156794233829,0.0
kendal,"a green dye, often used to color cloth, which is obtained from the woad plant",9,-4.539605344566619,-4.3214088810952,0.11111111111111116
stagger,walk as if unable to control one's movements,4,-4.213454142394597,-4.1744408276694385,0.0
mantel,shelf that projects from wall above fireplace,4,-4.678291867231831,-4.675491789119388,0.0
antsy,nervous and unable to relax,3,-4.384268261847729,-4.238775032292151,0.0
irritation,the psychological state of being irritated or annoyed,4,-5.085316324785143,-5.276352591262146,0.0
